year,state_orig,state_dest,sctg2,sctg2_description,value
2012,IA,WI,6,Milled grain products and preparations and bakery products,353.30
2017,IA,WI,6,Milled grain products and preparations and bakery products,368.00
2012,IA,WI,7,Other prepared foodstuffs and preparations,767.40
2017,IA,WI,7,Other prepared foodstuffs and preparations,797.18
2012,IA,WY,4,"Animal feed, eggs, honey, other products of animal origin",0.49
2017,IA,WY,4,"Animal feed, eggs, honey, other products of animal origin",0.54
2012,ID,AK,7,Other prepared foodstuffs and preparations,0.03
2017,ID,AK,7,Other prepared foodstuffs and preparations,0.03
2012,ID,AL,3,"Agricultural products (excl. feed, grains, and forage)",43.27
2017,ID,AL,3,"Agricultural products (excl. feed, grains, and forage)",43.17
2012,ID,AL,4,"Animal feed, eggs, honey, other products of animal origin",17.77
2017,ID,AL,4,"Animal feed, eggs, honey, other products of animal origin",19.55
2012,ID,AL,7,Other prepared foodstuffs and preparations,14.97
2017,ID,AL,7,Other prepared foodstuffs and preparations,16.06
2012,ID,AR,3,"Agricultural products (excl. feed, grains, and forage)",2.30
2017,ID,AR,3,"Agricultural products (excl. feed, grains, and forage)",2.30
2012,ID,AR,7,Other prepared foodstuffs and preparations,3.33
2017,ID,AR,7,Other prepared foodstuffs and preparations,3.57
2012,ID,AZ,3,"Agricultural products (excl. feed, grains, and forage)",23.70
2017,ID,AZ,3,"Agricultural products (excl. feed, grains, and forage)",23.64
2012,ID,AZ,7,Other prepared foodstuffs and preparations,200.47
2017,ID,AZ,7,Other prepared foodstuffs and preparations,215.12
2012,ID,CA,2,Cereal grains and seed,10.21
2017,ID,CA,2,Cereal grains and seed,9.36
2012,ID,CA,3,"Agricultural products (excl. feed, grains, and forage)",187.11
2017,ID,CA,3,"Agricultural products (excl. feed, grains, and forage)",186.67
2012,ID,CA,4,"Animal feed, eggs, honey, other products of animal origin",1.98
2017,ID,CA,4,"Animal feed, eggs, honey, other products of animal origin",2.18
2012,ID,CA,5,"Meat, poultry, fish, seafood, and preparations",32.18
2017,ID,CA,5,"Meat, poultry, fish, seafood, and preparations",36.35
2012,ID,CA,6,Milled grain products and preparations and bakery products,169.11
2017,ID,CA,6,Milled grain products and preparations and bakery products,181.96
2012,ID,CA,7,Other prepared foodstuffs and preparations,909.20
2017,ID,CA,7,Other prepared foodstuffs and preparations,975.67
2012,ID,CO,1,Animals & fish (live),28.51
2017,ID,CO,1,Animals & fish (live),29.52
2012,ID,CO,2,Cereal grains and seed,166.16
2017,ID,CO,2,Cereal grains and seed,152.34
2012,ID,CO,3,"Agricultural products (excl. feed, grains, and forage)",22.26
2017,ID,CO,3,"Agricultural products (excl. feed, grains, and forage)",22.21
2012,ID,CO,4,"Animal feed, eggs, honey, other products of animal origin",3.99
2017,ID,CO,4,"Animal feed, eggs, honey, other products of animal origin",4.39
2012,ID,CO,5,"Meat, poultry, fish, seafood, and preparations",4.59
2017,ID,CO,5,"Meat, poultry, fish, seafood, and preparations",5.19
2012,ID,CO,7,Other prepared foodstuffs and preparations,290.07
2017,ID,CO,7,Other prepared foodstuffs and preparations,311.27
2012,ID,CT,3,"Agricultural products (excl. feed, grains, and forage)",1.25
2017,ID,CT,3,"Agricultural products (excl. feed, grains, and forage)",1.25
2012,ID,CT,5,"Meat, poultry, fish, seafood, and preparations",3.06
2017,ID,CT,5,"Meat, poultry, fish, seafood, and preparations",3.46
2012,ID,CT,7,Other prepared foodstuffs and preparations,0.26
2017,ID,CT,7,Other prepared foodstuffs and preparations,0.28
2012,ID,DE,7,Other prepared foodstuffs and preparations,0.30
2017,ID,DE,7,Other prepared foodstuffs and preparations,0.32
2012,ID,FL,3,"Agricultural products (excl. feed, grains, and forage)",62.82
2017,ID,FL,3,"Agricultural products (excl. feed, grains, and forage)",62.68
2012,ID,FL,4,"Animal feed, eggs, honey, other products of animal origin",10.34
2017,ID,FL,4,"Animal feed, eggs, honey, other products of animal origin",11.38
2012,ID,FL,6,Milled grain products and preparations and bakery products,40.80
2017,ID,FL,6,Milled grain products and preparations and bakery products,43.90
2012,ID,FL,7,Other prepared foodstuffs and preparations,15.56
2017,ID,FL,7,Other prepared foodstuffs and preparations,16.69
2012,ID,GA,2,Cereal grains and seed,8.71
2017,ID,GA,2,Cereal grains and seed,7.99
2012,ID,GA,3,"Agricultural products (excl. feed, grains, and forage)",35.41
2017,ID,GA,3,"Agricultural products (excl. feed, grains, and forage)",35.32
2012,ID,GA,4,"Animal feed, eggs, honey, other products of animal origin",6.84
2017,ID,GA,4,"Animal feed, eggs, honey, other products of animal origin",7.53
2012,ID,GA,5,"Meat, poultry, fish, seafood, and preparations",23.23
2017,ID,GA,5,"Meat, poultry, fish, seafood, and preparations",26.25
2012,ID,GA,6,Milled grain products and preparations and bakery products,42.00
2017,ID,GA,6,Milled grain products and preparations and bakery products,45.19
2012,ID,GA,7,Other prepared foodstuffs and preparations,55.91
2017,ID,GA,7,Other prepared foodstuffs and preparations,60.00
2012,ID,HI,7,Other prepared foodstuffs and preparations,2.09
2017,ID,HI,7,Other prepared foodstuffs and preparations,2.24
2012,ID,IA,2,Cereal grains and seed,72.96
2017,ID,IA,2,Cereal grains and seed,66.89
2012,ID,IA,3,"Agricultural products (excl. feed, grains, and forage)",2.56
2017,ID,IA,3,"Agricultural products (excl. feed, grains, and forage)",2.55
2012,ID,IA,5,"Meat, poultry, fish, seafood, and preparations",11.99
2017,ID,IA,5,"Meat, poultry, fish, seafood, and preparations",13.55
2012,ID,IA,6,Milled grain products and preparations and bakery products,0.31
2017,ID,IA,6,Milled grain products and preparations and bakery products,0.33
2012,ID,IA,7,Other prepared foodstuffs and preparations,68.73
2017,ID,IA,7,Other prepared foodstuffs and preparations,73.76
2012,ID,IL,2,Cereal grains and seed,20.02
2017,ID,IL,2,Cereal grains and seed,18.35
2012,ID,IL,3,"Agricultural products (excl. feed, grains, and forage)",66.99
2017,ID,IL,3,"Agricultural products (excl. feed, grains, and forage)",66.83
2012,ID,IL,4,"Animal feed, eggs, honey, other products of animal origin",4.51
2017,ID,IL,4,"Animal feed, eggs, honey, other products of animal origin",4.96
2012,ID,IL,5,"Meat, poultry, fish, seafood, and preparations",20.05
2017,ID,IL,5,"Meat, poultry, fish, seafood, and preparations",22.65
2012,ID,IL,6,Milled grain products and preparations and bakery products,0.89
2017,ID,IL,6,Milled grain products and preparations and bakery products,0.96
2012,ID,IL,7,Other prepared foodstuffs and preparations,546.76
2017,ID,IL,7,Other prepared foodstuffs and preparations,586.74
2012,ID,IN,3,"Agricultural products (excl. feed, grains, and forage)",30.98
2017,ID,IN,3,"Agricultural products (excl. feed, grains, and forage)",30.90
2012,ID,IN,4,"Animal feed, eggs, honey, other products of animal origin",6.47
2017,ID,IN,4,"Animal feed, eggs, honey, other products of animal origin",7.12
2012,ID,IN,7,Other prepared foodstuffs and preparations,75.08
2017,ID,IN,7,Other prepared foodstuffs and preparations,80.57
2012,ID,KS,3,"Agricultural products (excl. feed, grains, and forage)",3.18
2017,ID,KS,3,"Agricultural products (excl. feed, grains, and forage)",3.17
2012,ID,KS,7,Other prepared foodstuffs and preparations,98.10
2017,ID,KS,7,Other prepared foodstuffs and preparations,105.27
2012,ID,KY,3,"Agricultural products (excl. feed, grains, and forage)",87.15
2017,ID,KY,3,"Agricultural products (excl. feed, grains, and forage)",86.94
2012,ID,KY,7,Other prepared foodstuffs and preparations,40.76
2017,ID,KY,7,Other prepared foodstuffs and preparations,43.74
2012,ID,LA,3,"Agricultural products (excl. feed, grains, and forage)",2.18
2017,ID,LA,3,"Agricultural products (excl. feed, grains, and forage)",2.17
2012,ID,LA,7,Other prepared foodstuffs and preparations,13.95
2017,ID,LA,7,Other prepared foodstuffs and preparations,14.97
2012,ID,MA,3,"Agricultural products (excl. feed, grains, and forage)",22.29
2017,ID,MA,3,"Agricultural products (excl. feed, grains, and forage)",22.24
2012,ID,MA,7,Other prepared foodstuffs and preparations,4.78
2017,ID,MA,7,Other prepared foodstuffs and preparations,5.13
2012,ID,MD,3,"Agricultural products (excl. feed, grains, and forage)",18.65
2017,ID,MD,3,"Agricultural products (excl. feed, grains, and forage)",18.61
2012,ID,MD,5,"Meat, poultry, fish, seafood, and preparations",9.15
2017,ID,MD,5,"Meat, poultry, fish, seafood, and preparations",10.34
2012,ID,MD,7,Other prepared foodstuffs and preparations,25.75
2017,ID,MD,7,Other prepared foodstuffs and preparations,27.63
2012,ID,ME,3,"Agricultural products (excl. feed, grains, and forage)",1.98
2017,ID,ME,3,"Agricultural products (excl. feed, grains, and forage)",1.98
2012,ID,MI,2,Cereal grains and seed,1.46
2017,ID,MI,2,Cereal grains and seed,1.34
2012,ID,MI,3,"Agricultural products (excl. feed, grains, and forage)",20.87
2017,ID,MI,3,"Agricultural products (excl. feed, grains, and forage)",20.83
2012,ID,MI,4,"Animal feed, eggs, honey, other products of animal origin",8.16
2017,ID,MI,4,"Animal feed, eggs, honey, other products of animal origin",8.98
2012,ID,MI,7,Other prepared foodstuffs and preparations,43.89
2017,ID,MI,7,Other prepared foodstuffs and preparations,47.10
2012,ID,MN,2,Cereal grains and seed,1.54
2017,ID,MN,2,Cereal grains and seed,1.42
2012,ID,MN,3,"Agricultural products (excl. feed, grains, and forage)",36.82
2017,ID,MN,3,"Agricultural products (excl. feed, grains, and forage)",36.73
2012,ID,MN,4,"Animal feed, eggs, honey, other products of animal origin",0.88
2017,ID,MN,4,"Animal feed, eggs, honey, other products of animal origin",0.96
2012,ID,MN,7,Other prepared foodstuffs and preparations,69.50
2017,ID,MN,7,Other prepared foodstuffs and preparations,74.58
2012,ID,MO,2,Cereal grains and seed,97.13
2017,ID,MO,2,Cereal grains and seed,89.06
2012,ID,MO,3,"Agricultural products (excl. feed, grains, and forage)",48.76
2017,ID,MO,3,"Agricultural products (excl. feed, grains, and forage)",48.65
2012,ID,MO,4,"Animal feed, eggs, honey, other products of animal origin",35.13
2017,ID,MO,4,"Animal feed, eggs, honey, other products of animal origin",38.65
2012,ID,MO,6,Milled grain products and preparations and bakery products,93.40
2017,ID,MO,6,Milled grain products and preparations and bakery products,100.50
2012,ID,MO,7,Other prepared foodstuffs and preparations,323.85
2017,ID,MO,7,Other prepared foodstuffs and preparations,347.53
2012,ID,MS,3,"Agricultural products (excl. feed, grains, and forage)",30.74
2017,ID,MS,3,"Agricultural products (excl. feed, grains, and forage)",30.66
2012,ID,MS,7,Other prepared foodstuffs and preparations,1.26
2017,ID,MS,7,Other prepared foodstuffs and preparations,1.35
2012,ID,MT,1,Animals & fish (live),45.42
2017,ID,MT,1,Animals & fish (live),47.02
2012,ID,MT,2,Cereal grains and seed,151.43
2017,ID,MT,2,Cereal grains and seed,138.84
2012,ID,MT,3,"Agricultural products (excl. feed, grains, and forage)",118.42
2017,ID,MT,3,"Agricultural products (excl. feed, grains, and forage)",118.14
2012,ID,MT,4,"Animal feed, eggs, honey, other products of animal origin",18.96
2017,ID,MT,4,"Animal feed, eggs, honey, other products of animal origin",20.86
2012,ID,MT,5,"Meat, poultry, fish, seafood, and preparations",4.00
2017,ID,MT,5,"Meat, poultry, fish, seafood, and preparations",4.52
2012,ID,MT,7,Other prepared foodstuffs and preparations,236.53
2017,ID,MT,7,Other prepared foodstuffs and preparations,253.83
2012,ID,NC,3,"Agricultural products (excl. feed, grains, and forage)",7.49
2017,ID,NC,3,"Agricultural products (excl. feed, grains, and forage)",7.48
2012,ID,NC,7,Other prepared foodstuffs and preparations,0.00
2017,ID,NC,7,Other prepared foodstuffs and preparations,0.00
2012,ID,ND,3,"Agricultural products (excl. feed, grains, and forage)",10.90
2017,ID,ND,3,"Agricultural products (excl. feed, grains, and forage)",10.88
2012,ID,NE,3,"Agricultural products (excl. feed, grains, and forage)",17.31
2017,ID,NE,3,"Agricultural products (excl. feed, grains, and forage)",17.27
2012,ID,NE,4,"Animal feed, eggs, honey, other products of animal origin",1.02
2017,ID,NE,4,"Animal feed, eggs, honey, other products of animal origin",1.12
2012,ID,NE,7,Other prepared foodstuffs and preparations,24.05
2017,ID,NE,7,Other prepared foodstuffs and preparations,25.81
2012,ID,NH,3,"Agricultural products (excl. feed, grains, and forage)",0.00
2017,ID,NH,3,"Agricultural products (excl. feed, grains, and forage)",0.00
2012,ID,NH,6,Milled grain products and preparations and bakery products,15.03
2017,ID,NH,6,Milled grain products and preparations and bakery products,16.17
2012,ID,NH,7,Other prepared foodstuffs and preparations,0.01
2017,ID,NH,7,Other prepared foodstuffs and preparations,0.01
2012,ID,NJ,3,"Agricultural products (excl. feed, grains, and forage)",4.01
2017,ID,NJ,3,"Agricultural products (excl. feed, grains, and forage)",4.00
2012,ID,NJ,7,Other prepared foodstuffs and preparations,22.96
2017,ID,NJ,7,Other prepared foodstuffs and preparations,24.64
2012,ID,NM,6,Milled grain products and preparations and bakery products,2.98
2017,ID,NM,6,Milled grain products and preparations and bakery products,3.21
2012,ID,NM,7,Other prepared foodstuffs and preparations,15.00
2017,ID,NM,7,Other prepared foodstuffs and preparations,16.10
2012,ID,NV,1,Animals & fish (live),0.88
2017,ID,NV,1,Animals & fish (live),0.91
2012,ID,NV,2,Cereal grains and seed,0.57
2017,ID,NV,2,Cereal grains and seed,0.53
2012,ID,NV,3,"Agricultural products (excl. feed, grains, and forage)",8.91
2017,ID,NV,3,"Agricultural products (excl. feed, grains, and forage)",8.88
2012,ID,NV,4,"Animal feed, eggs, honey, other products of animal origin",2.61
2017,ID,NV,4,"Animal feed, eggs, honey, other products of animal origin",2.87
2012,ID,NV,5,"Meat, poultry, fish, seafood, and preparations",21.32
2017,ID,NV,5,"Meat, poultry, fish, seafood, and preparations",24.09
2012,ID,NV,6,Milled grain products and preparations and bakery products,1.45
2017,ID,NV,6,Milled grain products and preparations and bakery products,1.56
2012,ID,NV,7,Other prepared foodstuffs and preparations,76.92
2017,ID,NV,7,Other prepared foodstuffs and preparations,82.54
2012,ID,NY,3,"Agricultural products (excl. feed, grains, and forage)",111.42
2017,ID,NY,3,"Agricultural products (excl. feed, grains, and forage)",111.16
2012,ID,NY,7,Other prepared foodstuffs and preparations,190.64
2017,ID,NY,7,Other prepared foodstuffs and preparations,204.57
2012,ID,OH,2,Cereal grains and seed,1.79
2017,ID,OH,2,Cereal grains and seed,1.65
2012,ID,OH,3,"Agricultural products (excl. feed, grains, and forage)",38.09
2017,ID,OH,3,"Agricultural products (excl. feed, grains, and forage)",38.00
2012,ID,OH,5,"Meat, poultry, fish, seafood, and preparations",46.05
2017,ID,OH,5,"Meat, poultry, fish, seafood, and preparations",52.03
2012,ID,OH,6,Milled grain products and preparations and bakery products,18.03
2017,ID,OH,6,Milled grain products and preparations and bakery products,19.40
2012,ID,OH,7,Other prepared foodstuffs and preparations,152.43
2017,ID,OH,7,Other prepared foodstuffs and preparations,163.57
2012,ID,OK,3,"Agricultural products (excl. feed, grains, and forage)",20.55
2017,ID,OK,3,"Agricultural products (excl. feed, grains, and forage)",20.50
2012,ID,OR,1,Animals & fish (live),81.00
2017,ID,OR,1,Animals & fish (live),83.85
2012,ID,OR,2,Cereal grains and seed,34.50
2017,ID,OR,2,Cereal grains and seed,31.63
2012,ID,OR,3,"Agricultural products (excl. feed, grains, and forage)",75.05
2017,ID,OR,3,"Agricultural products (excl. feed, grains, and forage)",74.87
2012,ID,OR,4,"Animal feed, eggs, honey, other products of animal origin",24.25
2017,ID,OR,4,"Animal feed, eggs, honey, other products of animal origin",26.68
2012,ID,OR,5,"Meat, poultry, fish, seafood, and preparations",69.95
2017,ID,OR,5,"Meat, poultry, fish, seafood, and preparations",79.03
2012,ID,OR,6,Milled grain products and preparations and bakery products,2.67
2017,ID,OR,6,Milled grain products and preparations and bakery products,2.87
2012,ID,OR,7,Other prepared foodstuffs and preparations,252.59
2017,ID,OR,7,Other prepared foodstuffs and preparations,271.05
2012,ID,PA,3,"Agricultural products (excl. feed, grains, and forage)",46.69
